meal,content,serving_size,calories_per_portion
"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF",carbohydrt,1 fl oz,63
"INF FORMULA,MEJOHN,PROSOBE LIPI,W/ IRO,RE TO FE,W/ ARA & DHA",carbohydrt,1 fl oz,64
"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",carbohydrt,,127
"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR",carbohydrt,,471
"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF",carbohydrt,,65
"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,PDR",carbohydrt,,502
"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF",carbohydrt,,65
"INF FORMULA,NESTLE,GOOD START SOY,W/ ARA & DHA,PDR",carbohydrt,,503
"INF FORMULA,NESTLE,GOOD START SOY,W/ DHA & ARA,LIQ CONC",carbohydrt,,132
"INF FORMULA,NESTLE,GOOD START SOY,W/ DHA & ARA,RTF",carbohydrt,,64
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,DHA & ARA,RTF",carbohydrt,,66
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR",carbohydrt,,509
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",carbohydrt,,66
"INF FORMULA,PBM PRODUCTS,STORE BRAND,PDR",carbohydrt,,524
"INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,PDR",carbohydrt,,508
"INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,RTF",carbohydrt,,63
"INF FORMULA. MEAD JOHNSON, PREGESTIMIL, W/IRON, PDR,NO RECON",carbohydrt,,519
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",carbohydrt,5 fl oz,63
"INFFORM,MEADJOHNSON,ENFAMIL GENTLEASE LIPIL,W/IRON,PREPFRPDR",carbohydrt,,63
"INFFORMULA, MEAD JOHNS,ENFAMIL,PROSOB,LIPI,LC,NOTREC,ARA&DHA",carbohydrt,,131
"INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS",carbohydrt,,273
"JACKFRUIT,CND,SYRUP PK",carbohydrt,,92
"JACKFRUIT,RAW",carbohydrt,"1 cup, 1"" pieces",95
"JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES",carbohydrt,,469
"JACKSON'S,OLD FASHIONED VANILLA WAFERS",carbohydrt,,453
"JAMS & PRESERVES,DIETETIC (WITH NA SACCHARIN),ANY FLAVOR",carbohydrt,1 tbsp,132
JAMS AND PRESERVES,carbohydrt,"1 packet,  (0.5 oz)",278
"JAMS&PRESERVES,APRICOT",carbohydrt,"1 packet,  (0.5 oz)",242
"JAVA-PLUM,(JAMBOLAN),RAW",carbohydrt,3 fruit,60
JELLIES,carbohydrt,"1 packet,  (0.5 oz)",266
"JELLIES,RED SUGAR,HOME PRESERVED",carbohydrt,1 cup,179
"JELLYFISH,DRIED,SALTED",protein,,36
"JERUSALEM-ARTICHOKES,RAW",carbohydrt,,73
"JEW'S EAR,(PEPEAO),RAW",carbohydrt,1 piece,25
"JUICE SMOOTHIE,BOLTHOUSE FARMS,BERRY BOOST",carbohydrt,,46
"JUICE SMOOTHIE,BOLTHOUSE FARMS,GRN GOODNESS",carbohydrt,,56
"JUICE SMOOTHIE,BOLTHOUSE FARMS,STRAWBERRY BANANA",carbohydrt,,55
"JUICE SMOOTHIE,NAKED JUC,BLUE MACHINE",carbohydrt,,71
"JUICE SMOOTHIE,NAKED JUC,GRN MACHINE",carbohydrt,,58
"JUICE SMOOTHIE,NAKED JUC,MIGHTY MANGO",carbohydrt,,63
"JUICE SMTHIE,ODWALLA,ORIGINAL SUPERFD,FRUIT SMTHIE BLEND",carbohydrt,,54
"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C",carbohydrt,,50
"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA",carbohydrt,,52
"JUJUBE,DRIED",carbohydrt,,287
"JUJUBE,RAW",carbohydrt,,79
"JUTE,POTHERB,CKD,BLD,DRND,W/SALT",carbohydrt,,37
"JUTE,POTHERB,CKD,BLD,DRND,WO/SALT",carbohydrt,,37
"JUTE,POTHERB,RAW",carbohydrt,,34
"KALE,CKD,BLD,DRND,W/SALT",carbohydrt,,28
"KALE,CKD,BLD,DRND,WO/SALT",carbohydrt,,28
"KALE,FROZEN,UNPREPARED",carbohydrt,"1 package,  (10 oz)",28
"KALE,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,30
"KALE,FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,".5 cup, chopped or diced",30
"KALE,RAW",carbohydrt,,49
"KALE,SCOTCH,CKD,BLD,DRND,W/SALT",carbohydrt,,28
"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",carbohydrt,,28
"KALE,SCOTCH,RAW",carbohydrt,,42
"KANPYO,(DRIED GOURD STRIPS)",carbohydrt,.5 cup,258
"KASHI BLACK BEAN MANGO,FRZ,UNPREP",carbohydrt,,111
"KASHI MAYAN HARVEST BAKE,FRZ,UNPREP",carbohydrt,,125
"KASHI MUSHROOM & ASPARAGUS RISOTTO,FRZ,UNPREP",carbohydrt,,119
"KASHI PESTO PASTA PRIMAVERA,FRZ,UNPREP",carbohydrt,,101
"KASHI Pizza, Mushroom Trio & Spinach",carbohydrt,,224
"KASHI PIZZA,FOUR CHS",carbohydrt,,240
"KASHI PIZZA,GREEK TZATZIKI,SINGLE SERVE",carbohydrt,,223
"KASHI PIZZA,MARGHERITA",carbohydrt,,230
"KASHI PIZZA,MEDITERRANEAN",carbohydrt,,242
"KASHI PIZZA,RSTD VEG",carbohydrt,,224
"KASHI PIZZA,TIKKA MASALA,SINGLE SERVE",carbohydrt,,212
"KASHI SPICY BLACK BEAN ENCHILADA,FRZ,UNPREP",carbohydrt,,108
"KASHI SPINACH ARTICHOKE PASTA,FRZ,UNPREP",carbohydrt,,111
"KASHI THREE CHS PENNE,FRZ,UNPREP",carbohydrt,,126
"KASHI THREE CHS RAVIOLI W/ MEDITERRANEAN TOMATO SAU,FRZ,UNPR",carbohydrt,,139
"KASHI,BLUEBERRY WAFFLE",carbohydrt,,192
"KASHI,CHICK & CHIPOTLE BBQ SAU W/ MANGO,FRZ ENTREE",carbohydrt,,108
"KASHI,CHICK ENCHILADA W/ ANCHO SAU,FRZ ENTREE",carbohydrt,,111
"KASHI,CHICK FLORENTINE,FRZ ENTREE",carbohydrt,,106
"KASHI,CHICK PASTA POMODORO,FRZ ENTREE",carbohydrt,,100
"KASHI,H2H WOVEN WHEAT CRACKER,ORIGINAL",carbohydrt,,396
"KASHI,H2H WOVEN WHEAT CRACKER,RSTD GARLIC",carbohydrt,,440
"KASHI,LEMONGRASS COCNT CHICK,FRZ ENTREE",carbohydrt,,104
"KASHI,ORIGINAL WAFFLE",carbohydrt,,197
"KASHI,PILAF,7 WHL GRAIN,UNPREP",carbohydrt,,375
"KASHI,RED CURRY CHICK,FRZ ENTREE",carbohydrt,,110
"KASHI,SOUTHWEST STYLE CHICK,FRZ ENTREE",carbohydrt,,109
"KASHI,STEAM MEAL,CHICK FETTUCCINE,FRZ ENTREE",carbohydrt,,99
"KASHI,STEAM MEAL,RSTD GARLIC CHICK FARFALLE,FRZ ENTREE",carbohydrt,,103
"KASHI,STEAM MEAL,SESAME CHICK,FRZ ENTREE",carbohydrt,,110
"KASHI,SWT & SOUR CHICK,FRZ ENTREE",carbohydrt,,113
"KASHI,TLC,COUNTRY CHEDDAR CRACKERS",carbohydrt,,445
"KASHI,TLC,FIRE RSTD VEG CRACKERS",carbohydrt,,389
"KASHI,TLC,HAPPY TRAIL MIX COOKIES",carbohydrt,,453
"KASHI,TLC,HONEY SESAME CRACKERS",carbohydrt,,398
"KASHI,TLC,OATMEAL DK CHOC COOKIES",carbohydrt,,426
"KASHI,TLC,OATMEAL RAISIN FLAX COOKIES",carbohydrt,,414
"KASHI,TLC,ORIGINAL 7-GRAIN CRACKERS",carbohydrt,,385
"KASHI,TLC,PITA CRISPS,SEA SALT",carbohydrt,,381
"KASHI,TLC,PITA CRISPS,ZESTY SALSA",carbohydrt,,381
"KASHI,TLC,TSTD ASIAGO CRACKERS",carbohydrt,,420
"KASHI,TUSCAN VEGGIE BAKE,FRZ ENTREE",carbohydrt,,90
"KEEBLER,100 CAL RIGHT BITES,CHIPS DELUXE,CHOC CHIP COOKIES",carbohydrt,,452
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,COOKIES 'N CREME",carbohydrt,,471
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,DK CHOC FUDGE STRIP",carbohydrt,,479
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,FUDGE COVERED PRETZ",carbohydrt,,455
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI BROWNIES",carbohydrt,,455
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI FUDGE GRAHAMS",carbohydrt,,467
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI FUDGE STRIPES",carbohydrt,,470
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI MINTS GRASSHOP",carbohydrt,,456
"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES",carbohydrt,,468
"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES,FUDGE",carbohydrt,,462
"KEEBLER,100 CAL RIGHT BITES,WHITE FUDGE DIPPED PRETZELS",carbohydrt,,483
"KEEBLER,ALMOND CRESCENTS COOKIES,HOLIDAY",carbohydrt,,482
"KEEBLER,ANIMALS,COOKIES",carbohydrt,,450
"KEEBLER,ANIMALS,CRACKERS",carbohydrt,,450
"KEEBLER,ANIMALS,FRSTD COOKIES",carbohydrt,"1 package,  40 g package",506
"KEEBLER,ANIMALS,ICED COOKIES",carbohydrt,"1 package,  1 40 g package",459
"KEEBLER,BAKER'S TREASURES,CHOC CHIP COOKIE,SOFT",carbohydrt,,437
"KEEBLER,BAKER'S TREASURES,OATMEAL RAISIN COOKIE,SOFT",carbohydrt,,420
"KEEBLER,CHIPS DELUXE,CHOC LOVERS COOKIES",carbohydrt,,508
"KEEBLER,CHIPS DELUXE,CHOC MALT CHUNK COOKIES",carbohydrt,,537
"KEEBLER,CHIPS DELUXE,COCNT COOKIES",carbohydrt,,530
"KEEBLER,CHIPS DELUXE,DK CHOC CHUNK COOKIES",carbohydrt,,518
"KEEBLER,CHIPS DELUXE,MINI CHOC CHIP COOKIES",carbohydrt,,498
"KEEBLER,CHIPS DELUXE,OATMEAL CHOC CHIP COOKIES",carbohydrt,,500
"KEEBLER,CHIPS DELUXE,ORIGINAL CHOC CHIP COOKIES",carbohydrt,,517
"KEEBLER,CHIPS DELUXE,PNUT BUTTER CUPS COOKIES",carbohydrt,,519
"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES",carbohydrt,,502
"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE SIZE",carbohydrt,"1 package,  1 40 g package",505
"KEEBLER,CHIPS DELUXE,SOFT 'N CHEWY CHOC CHIP COOKIES",carbohydrt,,464
"KEEBLER,CHS & CHEDDAR SNDWCH CRACKERS",carbohydrt,,502
"KEEBLER,CHS & PNUT BUTTER SNDWCH CRACKERS",carbohydrt,,492
"KEEBLER,CHS ON WHEAT SNDWCH CRACKERS",carbohydrt,,499
"KEEBLER,CINN TOAST GRAHAMS",carbohydrt,,429
"KEEBLER,CLUB & CHEDDAR SNDWCH CRACKERS",carbohydrt,,494
"KEEBLER,CLUB CRACKERS,SNACK STKS,HONEY WHEAT",carbohydrt,,471
"KEEBLER,CLUB CRACKERS,SNACK STKS,ORIGINAL",carbohydrt,,475
"KEEBLER,CLUB,BUTTERY GARLIC CRACKERS",carbohydrt,,488
"KEEBLER,CLUB,DASH OF SALT CRACKERS",carbohydrt,,490
"KEEBLER,CLUB,MINIS MULTIGRAIN CRACKERS",carbohydrt,,470
"KEEBLER,CLUB,MINIS ORIGINAL CRACKERS",carbohydrt,,479
"KEEBLER,CLUB,MULTIGRAIN CRACKERS",carbohydrt,,466
"KEEBLER,CLUB,ORIGINAL CRACKERS",carbohydrt,,486
"KEEBLER,CLUB,RED FAT CRACKERS",carbohydrt,,441
"KEEBLER,COUNTRY STYLE OATMEAL COOKIES W/ RAISINS",carbohydrt,,482
"KEEBLER,DANISH WEDDING COOKIES",carbohydrt,,504
"KEEBLER,E.L. FUDGE,BUTTER FLAV COOKIES",carbohydrt,,482
"KEEBLER,E.L. FUDGE,DOUBLE STUFFED COOKIES",carbohydrt,,512
"KEEBLER,FUDGE SHOPPE,CARAMEL FILLED COOKIES",carbohydrt,,506
"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,DK CHOC",carbohydrt,,506
"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,ORIGINAL GRAHAM COOK",carbohydrt,,507
"KEEBLER,FUDGE SHOPPE,COCNT DREAMS COOKIES",carbohydrt,,499
"KEEBLER,FUDGE SHOPPE,DELUXE GRAHAMS COOKIES",carbohydrt,,511
"KEEBLER,FUDGE SHOPPE,FUDGE GRAHAMS,1/2 DIPPED,RED FAT",carbohydrt,,470
"KEEBLER,FUDGE SHOPPE,FUDGE STKS",carbohydrt,,529
"KEEBLER,FUDGE SHOPPE,FUDGE STKS,PNUT BUTTER",carbohydrt,,544
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,DK CHOC",carbohydrt,,487
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,HOLIDAY/SPIDERMAN",carbohydrt,,498
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,MINI",carbohydrt,14 cookie,497
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,OATMEAL",carbohydrt,,478
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,ORIGINAL",carbohydrt,,500
"KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS",carbohydrt,,485
"KEEBLER,FUDGE SHOPPE,GRASSHOPPER COOKIES,FUDGE MINT",carbohydrt,,499
"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,MINT",carbohydrt,,525
"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,PNUT BUTTER",carbohydrt,,537
"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,VANILLA",carbohydrt,,530
"KEEBLER,FUDGE SHOPPE,MAGIC MIDDLES FUDGE FILLED COOKIES,ORIG",carbohydrt,,521
"KEEBLER,FUDGE SHOPPE,MAGIC MIDDLES FUDGE FILLED COOKIES,PNUT",carbohydrt,,514
"KEEBLER,FUDGE SHOPPE,MERRY MINT PATTIES,HOLIDAY",carbohydrt,,528
"KEEBLER,FUDGE SHOPPE,MINT CREME MIDDLES,CHOC GRAHAM COOKIES",carbohydrt,,516
"KEEBLER,FUDGE SHOPPE,PNUT CREME FILLED COOKIES",carbohydrt,,537
"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES",carbohydrt,,533
"KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY",carbohydrt,,444
"KEEBLER,GRAHAMS,CINN CRISP",carbohydrt,,430
"KEEBLER,GRIPZ,CHIPS DELUXE,CHOC CHIP COOKIES,BITE-SIZE",carbohydrt,,473
"KEEBLER,GRIPZ,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE-SI",carbohydrt,,470
"KEEBLER,GRIPZ,CHOC CHIP GRAHAMS,BITE-SIZE",carbohydrt,,433
"KEEBLER,GRIPZ,CINN GRAHAMS,BITE-SIZE",carbohydrt,,415
"KEEBLER,HOLIDAY JINGLES COOKIES",carbohydrt,,470
"KEEBLER,ICED OATMEAL COOKIES",carbohydrt,,467
"KEEBLER,KEEBLER CHOC GRAHAM SELECTS",carbohydrt,,465
"KEEBLER,OATMEAL COOKIES",carbohydrt,,478
"KEEBLER,READY CRUST,CHOC PIE CRUST",carbohydrt,"1 shell,  1 serving (from 3"" mini shell)",490
"KEEBLER,READY CRUST,GRAHAM PIE CRUST (10""),RED FAT",carbohydrt,,472
"KEEBLER,READY CRUST,SHORTBREAD PIE CRUST",carbohydrt,,502
"KEEBLER,SANDIES,CASHEW SHORTBREAD COOKIES",carbohydrt,,535
"KEEBLER,SANDIES,CHOC CHIP & PECAN SHORTBREAD COOKIES",carbohydrt,,546
"KEEBLER,SANDIES,DK CHOC ALMOND SHORTBREAD COOKIES",carbohydrt,,540
"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES",carbohydrt,,541
"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES,BITE SIZE",carbohydrt,"1 package,  34 g package",547
"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES,RED FAT",carbohydrt,,488
"KEEBLER,SANDIES,SIMPLY SHORTBREAD COOKIES",carbohydrt,,528
"KEEBLER,SOFT BATCH,CHOC CHIP COOKIES",carbohydrt,,477
"KEEBLER,SUGAR CONES",carbohydrt,,375
"KEEBLER,SWT CREMES COOKIES",carbohydrt,,469
"KEEBLER,TOAST & PNUT BUTTER SNDWCH CRACKERS",carbohydrt,,489
"KEEBLER,TOASTEDS,BUTTERCRISPS CRACKERS",carbohydrt,,495
"KEEBLER,TOASTEDS,ONION CRACKERS",carbohydrt,,479
"KEEBLER,TOASTEDS,PARTY PK CRACKER ASSORTMENT",carbohydrt,,483
"KEEBLER,TOASTEDS,SESAME CRACKERS",carbohydrt,,496
"KEEBLER,TOASTEDS,WHEAT CRACKERS",carbohydrt,,466
"KEEBLER,TOWN HOUSE,BISTRO MULTIGRAIN CRACKERS",carbohydrt,,460
"KEEBLER,TOWN HOUSE,FLATBREAD CRISPS,SEA SALT & OLIVE OIL CRA",carbohydrt,,443
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,CHS",carbohydrt,,476
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,GARLIC HERB",carbohydrt,,486
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,ORIGINAL",carbohydrt,,487
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,RED FAT",carbohydrt,,450
"KEEBLER,TOWN HOUSE,ORIGINAL CRACKERS",carbohydrt,,526
"KEEBLER,TOWN HOUSE,RED FAT CRACKERS",carbohydrt,,431
"KEEBLER,TOWN HOUSE,TOPPERS,GARLIC HERB CRACKERS",carbohydrt,,483
"KEEBLER,TOWN HOUSE,TOPPERS,MULTIGRAIN CRACKERS",carbohydrt,,462
"KEEBLER,TOWN HOUSE,TOPPERS,ORIGINAL CRACKERS",carbohydrt,,483
"KEEBLER,TOWN HOUSE,WHEAT CRACKERS",carbohydrt,,489
"KEEBLER,TRADITIONS,ICED LEMONADE COOKIES",carbohydrt,,502
"KEEBLER,TRADITIONS,ICED OATMEAL COOKIES",carbohydrt,,463
"KEEBLER,TSTD COCNT COOKIES",carbohydrt,,475
"KEEBLER,VANILLA WAFERS",carbohydrt,,462
"KEEBLER,VANILLA WAFERS MINIS,RAINBOW",carbohydrt,,466
"KEEBLER,VIENNA FINGERS W/ CREME FILLING",carbohydrt,,492
"KEEBLER,VIENNA FINGERS W/ CREME FILLING,RED FAT",carbohydrt,,465
"KEEBLER,WAFFLE BOWLS",carbohydrt,,424
"KEEBLER,WAFFLE CONES",carbohydrt,,424
"KEEBLER,WHEATABLES,HONEY WHEAT CRACKERS",carbohydrt,,482
"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,RSTD ALMOND",carbohydrt,,472
"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,TSTD PECAN",carbohydrt,,483
"KEEBLER,ZESTA,EXPORT SODAS CRACKERS",carbohydrt,,414
"KEEBLER,ZESTA,SALTINES W/ WHL WHEAT",carbohydrt,,416
"KEEBLER,ZESTA,SALTINES,ORIGINAL",carbohydrt,,418
"KEIKITOS (MUFFINS),LATINO BAKERY ITEM",carbohydrt,,467
KELLOGG MINI-WHEATS FRSTD BITE SIZE TOUCH OF FRUIT RAISIN,carbohydrt,,343
"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",carbohydrt,,245
"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",carbohydrt,,370
KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,carbohydrt,1 serving,208
"KELLOGG'S,ALL-BRAN,GARLIC & HERB CRACKERS",carbohydrt,,467
"KELLOGG'S,ALL-BRAN,MULTIGRAIN CRACKERS",carbohydrt,,415
"KELLOGG'S,BEANATURAL,ORIGINAL 3-BEAN CHIPS",carbohydrt,,487
"KELLOGG'S,CINNABON,PANCAKES,CARAMEL",carbohydrt,,255
"KELLOGG'S,CINNABON,PANCAKES,ORIGINAL",carbohydrt,,258
"KELLOGG'S,CORN FLAKES CRUMBS",carbohydrt,,367
"KELLOGG'S,EGGO MINIS,PANCAKES,BTTRMLK",carbohydrt,,251
"KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE",carbohydrt,,281
"KELLOGG'S,EGGO SEASONS,WAFFLES,PUMPKIN SPICE",carbohydrt,,296
"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,BACON,EGG & CHS",carbohydrt,,258
"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,EGG & CHS",carbohydrt,,254
"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK",carbohydrt,,227
"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,CHOC CHIP",carbohydrt,,259
"KELLOGG'S,EGGO,FRENCH TOASTER STKS,CINN",carbohydrt,,250
"KELLOGG'S,EGGO,FRENCH TOASTER STKS,ORIGINAL",carbohydrt,,239
"KELLOGG'S,EGGO,MINI MUFFIN TOPS,BLUEBERRY",carbohydrt,,293
"KELLOGG'S,EGGO,MINI MUFFIN TOPS,CHOC CHIP",carbohydrt,,300
"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,MXD BERRY GRANOLA",carbohydrt,,259
"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL",carbohydrt,,266
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,BLUEBERRY",carbohydrt,,257
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT",carbohydrt,,268
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT",carbohydrt,"1 waffle, round (4"" dia) (include frozen)",201
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,ORIGINAL",carbohydrt,,239
"KELLOGG'S,EGGO,PANCAKES,BLUEBERRY",carbohydrt,,245
"KELLOGG'S,EGGO,PANCAKES,CHOC CHIP",carbohydrt,,253
"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,BROWN SUGAR",carbohydrt,,307
"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,ORIGINAL",carbohydrt,,295
"KELLOGG'S,EGGO,WAFFLERS,BROWN SUGAR CINN ROLL",carbohydrt,,331
"KELLOGG'S,EGGO,WAFFLERS,STRAWBERRY STRUDEL",carbohydrt,,318
"KELLOGG'S,EGGO,WAFFLES,BLUEBERRY",carbohydrt,,265
"KELLOGG'S,EGGO,WAFFLES,BTTRMLK",carbohydrt,,278
"KELLOGG'S,EGGO,WAFFLES,CHOC CHIP",carbohydrt,,291
"KELLOGG'S,EGGO,WAFFLES,CINN TOAST",carbohydrt,,325
"KELLOGG'S,EGGO,WAFFLES,FRENCH TOAST",carbohydrt,,305
"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE",carbohydrt,"3 sets,  waffle minis",278
"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE,LOFAT",carbohydrt,"1 round waffle, (4"" dia) (include frozen)",229
"KELLOGG'S,EGGO,WAFFLES,STRAWBERRY",carbohydrt,,265
"KELLOGG'S,POP-TARTS MINI CRISPS,CINN BROWN SUGAR BKD BITES",carbohydrt,,433
"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES",carbohydrt,,438
"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES",carbohydrt,,440
"KELLOGG'S,POP-TARTS,CHOC CHIP COOKIE DOUGH TOASTER PASTRIES",carbohydrt,,387
"KELLOGG'S,POP-TARTS,FRSTD APPL STRUDEL TOASTER PASTRIES",carbohydrt,,395
"KELLOGG'S,POP-TARTS,FRSTD BLUEBERRY MUFFIN TOASTER PASTRIES",carbohydrt,,397
"KELLOGG'S,POP-TARTS,FRSTD CINN ROLL TOASTER PASTRIES",carbohydrt,,416
"KELLOGG'S,POP-TARTS,FRSTD CONFETTI CAKE TOASTER PASTRIES",carbohydrt,,375
"KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES",carbohydrt,,379
"KELLOGG'S,POP-TARTS,FRSTD ORANGE CRM TOASTER PASTRIES",carbohydrt,,401
"KELLOGG'S,POP-TARTS,FRSTD PUMPKIN PIE TOASTER PASTRIES",carbohydrt,,394
"KELLOGG'S,POP-TARTS,FRSTD SPRING BERRY TOASTER PASTRIES",carbohydrt,,390
"KELLOGG'S,POP-TARTS,FRSTD SUGAR COOKIE TOASTER PASTRIES",carbohydrt,"1 package,  2 pack",393
"KELLOGG'S,POP-TARTS,FRSTD WAFFLE CONE TOASTER PASTRIES",carbohydrt,,373
"KELLOGG'S,POP-TARTS,FRSTD WILD FRUIT FUSION TOASTER PASTRIES",carbohydrt,,391
"KELLOGG'S,POP-TARTS,FRSTD WILD GRAPE TOASTER PASTRIES",carbohydrt,,390
"KELLOGG'S,POP-TARTS,FRSTD WILD STRAWBERRY TOASTER PASTRIES",carbohydrt,,391
"KELLOGG'S,POP-TARTS,GINGERBREAD TOASTER PASTRIES",carbohydrt,"1 package,  2-count package",393
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD HOT FUDGE SUNDAE TO",carbohydrt,,391
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD ICE CREME SNDWCH TO",carbohydrt,,390
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD RAINBOW CHIP TOASTE",carbohydrt,,400
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD STRAWBERRY MILKSHAK",carbohydrt,,397
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T",carbohydrt,,398
"KELLOGG'S,POP-TARTS,YUM-AZING VANILLA MILKSHAKE TOASTER PAST",carbohydrt,,398
"KELLOGG'S,SIMPLY EGGO,ORIGINAL",carbohydrt,,294
"KELLOGG'S,SPL K,CRACKER CHIPS,CHEDDAR",carbohydrt,,382
"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",carbohydrt,,361
"KELLOGG'S,SPL K,CRACKER CHIPS,SOUR CRM & ONION",carbohydrt,,365
"KELLOGG'S,SPL K,CRACKER CHIPS,SOUTHWEST RANCH",carbohydrt,,380
"KELLOGG'S,SPL K,MULTIGRAIN CRACKERS",carbohydrt,,401
"KELLOGG'S,SPL K,SAVORY HERB CRACKERS",carbohydrt,,406
"KFC,BISCUIT",carbohydrt,,358
"KFC,COLESLAW",carbohydrt,1 cup,144
"KFC,CRISPY CHICK STRIPS",protein,,274
"KFC,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN W/ BREADING",protein,"1 breast, without skin",268
